Date,Source,POC,Daily Max 8-hour CO Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
10/03/2016,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/04/2016,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/05/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/06/2016,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/07/2016,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/08/2016,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/09/2016,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/10/2016,AQS,1,0.2,ppm,2,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/11/2016,AQS,1,0.2,ppm,2,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/12/2016,AQS,1,0.6,ppm,7,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/13/2016,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/14/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/15/2016,AQS,1,0.3,ppm,3,CCNY,18,75,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/16/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/17/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/18/2016,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/19/2016,AQS,1,0.3,ppm,3,CCNY,14,58,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/20/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/21/2016,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/22/2016,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/23/2016,AQS,1,0.2,ppm,2,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/24/2016,AQS,1,0.2,ppm,2,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/25/2016,AQS,1,0.2,ppm,2,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/26/2016,AQS,1,0.2,ppm,2,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/27/2016,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/28/2016,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/29/2016,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/30/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
10/31/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/01/2016,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/02/2016,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/03/2016,AQS,1,0.6,ppm,7,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/04/2016,AQS,1,0.2,ppm,2,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/05/2016,AQS,1,0.2,ppm,2,CCNY,10,42,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/08/2016,AQS,1,0.5,ppm,6,CCNY,5,21,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/09/2016,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/10/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/11/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/12/2016,AQS,1,0.2,ppm,2,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/13/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/14/2016,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/15/2016,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/16/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/17/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/18/2016,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/19/2016,AQS,1,0.6,ppm,7,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/20/2016,AQS,1,0.2,ppm,2,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/21/2016,AQS,1,0.1,ppm,1,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/22/2016,AQS,1,0.2,ppm,2,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/23/2016,AQS,1,0.2,ppm,2,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/24/2016,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/25/2016,AQS,1,0.7,ppm,8,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/26/2016,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/27/2016,AQS,1,0.2,ppm,2,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/28/2016,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/29/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
11/30/2016,AQS,1,0.7,ppm,8,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/01/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/02/2016,AQS,1,0.2,ppm,2,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/03/2016,AQS,1,0.2,ppm,2,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/04/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/05/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/06/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/07/2016,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/08/2016,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/09/2016,AQS,1,0.2,ppm,2,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/10/2016,AQS,1,0.2,ppm,2,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/11/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/12/2016,AQS,1,0.6,ppm,7,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/13/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/14/2016,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/15/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/16/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/17/2016,AQS,1,0.6,ppm,7,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/18/2016,AQS,1,0.6,ppm,7,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/19/2016,AQS,1,0.2,ppm,2,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/20/2016,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/21/2016,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/22/2016,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/23/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/24/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/25/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/26/2016,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/27/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/28/2016,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/29/2016,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/30/2016,AQS,1,0.2,ppm,2,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
12/31/2016,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/01/2017,AQS,1,0.5,ppm,6,CCNY,19,79,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/02/2017,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/03/2017,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/04/2017,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/05/2017,AQS,1,0.2,ppm,2,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/06/2017,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/07/2017,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/08/2017,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/09/2017,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/10/2017,AQS,1,0.6,ppm,7,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/11/2017,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/12/2017,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/13/2017,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/14/2017,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/15/2017,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/16/2017,AQS,1,0.7,ppm,8,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/17/2017,AQS,1,0.7,ppm,8,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/18/2017,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/19/2017,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/20/2017,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/21/2017,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/22/2017,AQS,1,0.8,ppm,9,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/23/2017,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/24/2017,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/25/2017,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/26/2017,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/27/2017,AQS,1,0.2,ppm,2,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/28/2017,AQS,1,0.2,ppm,2,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/29/2017,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/30/2017,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
01/31/2017,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/01/2017,AQS,1,0.6,ppm,7,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/02/2017,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/03/2017,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/04/2017,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/05/2017,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/06/2017,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/07/2017,AQS,1,0.9,ppm,10,CCNY,19,79,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/08/2017,AQS,1,0.3,ppm,3,CCNY,4,17,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/09/2017,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/10/2017,AQS,1,0.3,ppm,3,CCNY,17,71,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/11/2017,AQS,1,0.8,ppm,9,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/12/2017,AQS,1,0.8,ppm,9,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/13/2017,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/14/2017,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/15/2017,AQS,1,0.7,ppm,8,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/16/2017,AQS,1,0.3,ppm,3,CCNY,18,75,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/17/2017,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/18/2017,AQS,1,0.5,ppm,6,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/19/2017,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/20/2017,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/21/2017,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/22/2017,AQS,1,0.7,ppm,8,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/23/2017,AQS,1,1.1,ppm,13,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/24/2017,AQS,1,0.8,ppm,9,CCNY,18,75,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/25/2017,AQS,1,0.4,ppm,5,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/26/2017,AQS,1,0.2,ppm,2,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/27/2017,AQS,1,0.3,ppm,3,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
02/28/2017,AQS,1,0.6,ppm,7,CCNY,24,100,42101,Carbon monoxide,593,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
